ALAMANCE    	 11/05/2002	       	 absentee/provisional                         	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	  1494	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03C   	 CENTRAL BOONE                                	 US HOUSE (13TH DISTRICT)      	 Carolyn W. Grant              	 REP	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03C   	 CENTRAL BOONE                                	 US HOUSE (6TH DISTRICT)       	 Howard Coble                  	 REP	   890	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03C   	 CENTRAL BOONE                                	 US HOUSE (6TH DISTRICT)       	 Tara Grubb                    	 LIB	    48	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03C   	 CENTRAL BOONE                                	 US SENATE                     	 Elizabeth H. Dole             	 REP	   696	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03C   	 CENTRAL BOONE                                	 US SENATE                     	 Erskine B. Bowles             	 DEM	   297	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03C   	 CENTRAL BOONE                                	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03C   	 CENTRAL BOONE                                	 US SENATE                     	 Sean Haugh                    	 LIB	    15	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   336	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   627	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   619	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   335	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   611	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   361	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   609	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   360	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   325	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   648	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 D CT JUDGE(15A) (ALLEN)       	 Brad Allen                    	    	   522	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 D CT JUDGE(15A) (ALLEN)       	 David Barber                  	    	   315	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 DISTRICT ATTORNEY (15A)       	 Robert F. (Rob) Johnson       	 DEM	   657	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 NC HOUSE (63)                 	 Alice Bordsen                 	 DEM	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 NC HOUSE (63)                 	 Robert E. (Rob) Sharpe, Jr.   	 REP	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 NC HOUSE (64)                 	 Cary D. Allred                	 REP	   748	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 NC SENATE  (24)               	 Bill Powell                   	 DEM	   385	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 NC SENATE  (24)               	 Hugh Webster                  	 REP	   672	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 SUPERIOR COURT JUDGE (15A)    	 J. B. Allen, Jr.              	    	   649	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 SUPERIOR COURT JUDGE (15A)    	 James C. (Jack) Spencer, Jr.  	    	   295	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   679	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   315	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   324	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   695	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 US HOUSE (6TH DISTRICT)       	 Howard Coble                  	 REP	   847	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 US HOUSE (6TH DISTRICT)       	 Tara Grubb                    	 LIB	    73	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 US SENATE                     	 Elizabeth H. Dole             	 REP	   721	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 US SENATE                     	 Erskine B. Bowles             	 DEM	   347	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03N   	 NORTH BOONE                                  	 US SENATE                     	 Sean Haugh                    	 LIB	    10	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   360	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   721	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   739	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   345	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   705	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   380	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   704	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   378	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   354	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   759	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 D CT JUDGE(15A) (ALLEN)       	 Brad Allen                    	    	   721	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 D CT JUDGE(15A) (ALLEN)       	 David Barber                  	    	   396	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 DISTRICT ATTORNEY (15A)       	 Robert F. (Rob) Johnson       	 DEM	   777	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 NC HOUSE (63)                 	 Alice Bordsen                 	 DEM	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 NC HOUSE (63)                 	 Robert E. (Rob) Sharpe, Jr.   	 REP	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 NC HOUSE (64)                 	 Cary D. Allred                	 REP	   934	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 NC SENATE  (24)               	 Bill Powell                   	 DEM	   401	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 NC SENATE  (24)               	 Hugh Webster                  	 REP	   790	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 SUPERIOR COURT JUDGE (15A)    	 J. B. Allen, Jr.              	    	   903	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 SUPERIOR COURT JUDGE (15A)    	 James C. (Jack) Spencer, Jr.  	    	   416	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   792	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   323	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   337	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   798	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 US HOUSE (13TH DISTRICT)      	 Brad Miller                   	 DEM	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 US HOUSE (6TH DISTRICT)       	 Howard Coble                  	 REP	   996	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 US HOUSE (6TH DISTRICT)       	 Tara Grubb                    	 LIB	    79	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 US SENATE                     	 Elizabeth H. Dole             	 REP	   807	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 US SENATE                     	 Erskine B. Bowles             	 DEM	   372	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03S   	 SOUTH BOONE                                  	 US SENATE                     	 Sean Haugh                    	 LIB	    24	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   142	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   227	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   226	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   146	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   228	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   142	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   229	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   139	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   142	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   230	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 D CT JUDGE(15A) (ALLEN)       	 Brad Allen                    	    	   214	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 D CT JUDGE(15A) (ALLEN)       	 David Barber                  	    	   126	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 DISTRICT ATTORNEY (15A)       	 Robert F. (Rob) Johnson       	 DEM	   274	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 NC HOUSE (63)                 	 Alice Bordsen                 	 DEM	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 NC HOUSE (63)                 	 Robert E. (Rob) Sharpe, Jr.   	 REP	     0	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 NC HOUSE (64)                 	 Cary D. Allred                	 REP	   300	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 NC SENATE  (24)               	 Bill Powell                   	 DEM	   169	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 NC SENATE  (24)               	 Hugh Webster                  	 REP	   246	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 SUPERIOR COURT JUDGE (15A)    	 J. B. Allen, Jr.              	    	   270	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 SUPERIOR COURT JUDGE (15A)    	 James C. (Jack) Spencer, Jr.  	    	   112	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   252	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   129	 2002-11-20 13:31:36.310
ALAMANCE    	 11/05/2002	 03W   	 WEST BOONE                                   	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   130	 2002-11-20 13:31:36.310
